name,imports
World.Africa.Eastern Africa.Mauritius,"['World.Europe.Western Europe.France', 'World.Americas.Northern America.United States', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Southern Africa.South Africa', 'World.Africa.Eastern Africa.Madagascar', 'World.Europe.Southern Europe.Spain', 'World.Europe.Southern Europe.Italy', 'World.Europe.Western Europe.Netherlands', 'World.Asia.South-eastern Asia.Vietnam', 'World.Africa.Eastern Africa.Kenya', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.China', 'World.Africa.Eastern Africa.Seychelles', 'World.Europe.Western Europe.Belgium', 'World.Asia.Southern Asia.India', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.Eastern Asia.Japan', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Southern Asia.Bangladesh']"
World.Africa.Eastern Africa.Madagascar,"['World.Americas.Northern America.United States', 'World.Europe.Western Europe.France', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.Japan', 'World.Europe.Western Europe.Netherlands', 'World.Asia.Eastern Asia.China', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Southern Africa.South Africa', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Africa.Eastern Africa.Mauritius', 'World.Asia.Southern Asia.India', 'World.Americas.Northern America.Canada', 'World.Asia.South-eastern Asia.Singapore', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.Belgium', 'World.Europe.Northern Europe.Sweden']"
World.Africa.Eastern Africa.Seychelles,"['World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.France', 'World.Americas.Caribbean.Cayman Islands', 'World.Oceania.Micronesia.Marshall Islands', 'World.Europe.Southern Europe.Italy', 'World.Oceania.Australia and New Zealand.Australia', 'World.Europe.Southern Europe.Spain', 'World.Asia.South-eastern Asia.Thailand', 'World.Africa.Eastern Africa.Mauritius']"
World.Africa.Western Africa.Mauritania,"['World.Asia.Eastern Asia.China', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.Switzerland', 'World.Asia.Eastern Asia.Japan', 'World.Europe.Eastern Europe.Russian Federation', ""World.Africa.Western Africa.Cote d'Ivoire"", 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Italy', 'World.Africa.Western Africa.Togo', 'World.Africa.Western Africa.Nigeria', 'World.Asia.Western Asia.Turkey', 'World.Asia.Eastern Asia.Korea Rep.']"
World.Africa.Southern Africa.Botswana,"['World.Europe.Western Europe.Belgium', 'World.Asia.Southern Asia.India', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Southern Africa.South Africa', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.Western Asia.Israel', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Americas.Northern America.United States', 'World.Africa.Southern Africa.Namibia']"
World.Oceania.Melanesia.Fiji,"['World.Americas.Northern America.United States', 'World.Oceania.Australia and New Zealand.Australia', 'World.Oceania.Australia and New Zealand.New Zealand', 'World.Asia.Eastern Asia.Japan', 'World.Asia.Eastern Asia.China', 'World.Oceania.Polynesia.Tonga', 'World.Oceania.Melanesia.Vanuatu', 'World.Oceania.Polynesia.Samoa', 'World.Oceania.Melanesia.Papua New Guinea', 'World.Oceania.Polynesia.Tuvalu', 'World.Oceania.Micronesia.Kiribati', 'World.Oceania.Polynesia.American Samoa', 'World.Oceania.Melanesia.New Caledonia', 'World.Oceania.Polynesia.Cook Islands', 'World.Asia.South-eastern Asia.Vietnam', 'World.Europe.Western Europe.Netherlands', 'World.Oceania.Melanesia.Solomon Islands', 'World.Oceania.Polynesia.French Polynesia']"
World.Oceania.Micronesia.Micronesia Fed. Sts.,
World.Europe.Eastern Europe.Moldova,"['World.Europe.Southern Europe.Italy', 'World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Western Europe.Germany', 'World.Asia.Western Asia.Turkey', 'World.Europe.Eastern Europe.Ukraine', 'World.Europe.Eastern Europe.Belarus', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Eastern Europe.Poland', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Eastern Europe.Bulgaria', 'World.Europe.Western Europe.France', 'World.Europe.Western Europe.Austria', 'World.Europe.Eastern Europe.Czech Republic', 'World.Europe.Southern Europe.Greece', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Southern Europe.Spain', 'World.Asia.Western Asia.Georgia', 'World.Americas.Northern America.United States']"
World.Africa.Middle Africa.Central African Republic,"['World.Europe.Western Europe.France', 'World.Africa.Middle Africa.Cameroon', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Eastern Asia.China', 'World.Africa.Western Africa.Niger', 'World.Africa.Northern Africa.Morocco', 'World.Asia.South-eastern Asia.Vietnam']"
World.Oceania.Polynesia.Tokelau,
World.Asia.Western Asia.Bahrain,"['World.Asia.Western Asia.Saudi Arabia', 'World.Asia.Western Asia.United Arab Emirates', 'World.Americas.Northern America.United States', 'World.Asia.Western Asia.Oman', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Asia.Eastern Asia.China', 'World.Asia.Southern Asia.India', 'World.Asia.Western Asia.Kuwait', 'World.Asia.Western Asia.Turkey', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Western Europe.Netherlands']"
World.Africa.Western Africa.Gambia The,"['World.Africa.Western Africa.Mali', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Africa.Western Africa.Cape Verde', 'World.Africa.Western Africa.Guinea-Bissau', 'World.Asia.Southern Asia.India', 'World.Africa.Western Africa.Guinea', 'World.Asia.South-eastern Asia.Vietnam']"
World.Africa.Western Africa.Benin,"['World.Asia.Southern Asia.Bangladesh', 'World.Asia.Southern Asia.India', 'World.Asia.South-eastern Asia.Vietnam', 'World.Africa.Western Africa.Nigeria', 'World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Malaysia', 'World.Europe.Northern Europe.Denmark', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Africa.Western Africa.Niger', 'World.Americas.Northern America.United States', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.Western Asia.Turkey', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Western Africa.Burkina Faso']"
World.Africa.Southern Africa.Swaziland,
World.Africa.Southern Africa.Lesotho,
World.Africa.Eastern Africa.Comoros,"['World.Europe.Western Europe.France', 'World.Asia.Southern Asia.India', 'World.Europe.Western Europe.Germany', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Eastern Europe.Czech Republic', 'World.Americas.Northern America.Canada', 'World.Asia.South-eastern Asia.Singapore']"
World.Asia.South-eastern Asia.Cambodia,"['World.Americas.Northern America.United States', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.Japan', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Eastern Asia.China', 'World.Americas.Northern America.Canada', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.Belgium', 'World.Europe.Western Europe.France', 'World.Europe.Western Europe.Netherlands', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.South-eastern Asia.Vietnam', 'World.Europe.Southern Europe.Italy', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Eastern Europe.Poland', 'World.Asia.South-eastern Asia.Malaysia']"
World.Europe.Southern Europe.Andorra,"['World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.France', 'World.Europe.Northern Europe.Norway', 'World.Europe.Western Europe.Austria', 'World.Europe.Western Europe.Netherlands']"
World.Americas.Caribbean.Aruba,"['World.Americas.South America.Colombia', 'World.Americas.Northern America.United States']"
World.Americas.Northern America.Bermuda,"['World.Americas.Northern America.United States', 'World.Europe.Northern Europe.United Kingdom', 'World.Americas.Northern America.Canada']"
World.Asia.South-eastern Asia.Brunei,"['World.Asia.Eastern Asia.Japan', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Asia.South-eastern Asia.Singapore', 'World.Oceania.Australia and New Zealand.Australia', 'World.Asia.South-eastern Asia.Malaysia', 'World.Asia.Southern Asia.India']"
World.Americas.Northern America.Greenland,"['World.Europe.Northern Europe.Denmark', 'World.Europe.Northern Europe.Latvia']"
World.Asia.Eastern Asia.Macao,"['World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.Eastern Asia.China']"
World.Asia.Southern Asia.Maldives,"['World.Asia.South-eastern Asia.Thailand', 'World.Europe.Western Europe.Germany', 'World.Europe.Northern Europe.United Kingdom', 'World.Americas.Northern America.United States', 'World.Europe.Western Europe.France', 'World.Europe.Southern Europe.Italy', 'World.Asia.Southern Asia.Sri Lanka', 'World.Europe.Western Europe.Switzerland', 'World.Asia.South-eastern Asia.Vietnam', 'World.Europe.Southern Europe.Spain', 'World.Asia.Eastern Asia.Japan']"
World.Asia.Eastern Asia.Mongolia,['World.Asia.Eastern Asia.China']
World.Oceania.Micronesia.Palau,"['World.Asia.Eastern Asia.Japan', 'World.Americas.Central America.Panama', 'World.Oceania.Micronesia.Micronesia Fed. Sts.']"
World.Africa.Middle Africa.Sao Tome and Principe,"['World.Europe.Western Europe.Netherlands', 'World.Europe.Southern Europe.Portugal', 'World.Europe.Western Europe.Belgium', 'World.Europe.Western Europe.Germany', 'World.Europe.Western Europe.France']"
World.Africa.Western Africa.Sierra Leone,"['World.Africa.Eastern Africa.Somalia', 'World.Asia.Eastern Asia.China', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Western Europe.Netherlands', 'World.Africa.Western Africa.Ghana', 'World.Europe.Western Europe.Germany', 'World.Africa.Western Africa.Guinea', 'World.Africa.Western Africa.Senegal', 'World.Europe.Western Europe.Belgium', ""World.Africa.Western Africa.Cote d'Ivoire"", 'World.Asia.Southern Asia.India', 'World.Africa.Western Africa.Benin']"
World.Americas.South America.Suriname,"['World.Europe.Western Europe.Switzerland', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Europe.Western Europe.Belgium']"
