partner_x,partner_code_x,year,value,Global Name_x,Region Name_x,Intermediate Region Name_x,Region Name_y,Intermediate Region Name_y,ISO-alpha3 Code_y,reporter
Japan,JPN,2018,359663.58800000005,World,Asia,Eastern Asia,Europe,Northern Europe,LTU,Lithuania
Spain,ESP,2018,355511.677,World,Europe,Southern Europe,Europe,Northern Europe,LTU,Lithuania
Uzbekistan,UZB,2018,344055.71900000004,World,Asia,Central Asia,Europe,Northern Europe,LTU,Lithuania
Hungary,HUN,2018,323574.84799999994,World,Europe,Eastern Europe,Europe,Northern Europe,LTU,Lithuania
Turkey,TUR,2018,269143.70900000003,World,Asia,Western Asia,Europe,Northern Europe,LTU,Lithuania
Germany,DEU,2018,4646919.054902863,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
France,FRA,2018,2683938.874986567,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
Belgium,BEL,2018,2052295.2084494368,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
Netherlands,NLD,2018,1110122.697024023,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
Italy,ITA,2018,836931.975562833,World,Europe,Southern Europe,Europe,Western Europe,LUX,Luxembourg
United Kingdom,GBR,2018,643751.2595979015,World,Europe,Northern Europe,Europe,Western Europe,LUX,Luxembourg
United States,USA,2018,564696.2170943881,World,Americas,Northern America,Europe,Western Europe,LUX,Luxembourg
Poland,POL,2018,503586.34156855196,World,Europe,Eastern Europe,Europe,Western Europe,LUX,Luxembourg
Spain,ESP,2018,489503.53013211704,World,Europe,Southern Europe,Europe,Western Europe,LUX,Luxembourg
Austria,AUT,2018,356937.65168243734,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
China,CHN,2018,316853.6037061247,World,Asia,Eastern Asia,Europe,Western Europe,LUX,Luxembourg
Sweden,SWE,2018,280730.68892608234,World,Europe,Northern Europe,Europe,Western Europe,LUX,Luxembourg
Czech Republic,CZE,2018,277676.74089813634,World,Europe,Eastern Europe,Europe,Western Europe,LUX,Luxembourg
Turkey,TUR,2018,257683.95697350858,World,Asia,Western Asia,Europe,Western Europe,LUX,Luxembourg
Switzerland,CHE,2018,240715.30777424187,World,Europe,Western Europe,Europe,Western Europe,LUX,Luxembourg
Russian Federation,RUS,2018,178548.3365980784,World,Europe,Eastern Europe,Europe,Western Europe,LUX,Luxembourg
Ireland,IRL,2018,152285.34142240073,World,Europe,Northern Europe,Europe,Western Europe,LUX,Luxembourg
Denmark,DNK,2018,150581.69356920954,World,Europe,Northern Europe,Europe,Western Europe,LUX,Luxembourg
Canada,CAN,2018,114610.72680351355,World,Americas,Northern America,Europe,Western Europe,LUX,Luxembourg
Hungary,HUN,2018,108545.54387108363,World,Europe,Eastern Europe,Europe,Western Europe,LUX,Luxembourg
Japan,JPN,2018,101710.1369065005,World,Asia,Eastern Asia,Europe,Western Europe,LUX,Luxembourg
Portugal,PRT,2018,101616.10683905846,World,Europe,Southern Europe,Europe,Western Europe,LUX,Luxembourg
Mexico,MEX,2018,98170.95199862636,World,Americas,Central America,Europe,Western Europe,LUX,Luxembourg
Romania,ROM,2018,94020.08997194548,,,,Europe,Western Europe,LUX,Luxembourg
Special Categories,SPE,2018,88871.12721460979,,,,Europe,Western Europe,LUX,Luxembourg
"Hong Kong, China",HKG,2018,757912.9786195826,World,Asia,Eastern Asia,Asia,Eastern Asia,MAC,Macao
China,CHN,2018,161897.3396204244,World,Asia,Eastern Asia,Asia,Eastern Asia,MAC,Macao
United States,USA,2018,646615.9186640591,World,Americas,Northern America,Africa,Eastern Africa,MDG,Madagascar
France,FRA,2018,620971.2154319758,World,Europe,Western Europe,Africa,Eastern Africa,MDG,Madagascar
Germany,DEU,2018,211480.22487582307,World,Europe,Western Europe,Africa,Eastern Africa,MDG,Madagascar
Japan,JPN,2018,204686.38998982403,World,Asia,Eastern Asia,Africa,Eastern Africa,MDG,Madagascar
Netherlands,NLD,2018,150791.65873516904,World,Europe,Western Europe,Africa,Eastern Africa,MDG,Madagascar
China,CHN,2018,142372.00140531422,World,Asia,Eastern Asia,Africa,Eastern Africa,MDG,Madagascar
United Arab Emirates,ARE,2018,121985.91656426145,World,Asia,Western Asia,Africa,Eastern Africa,MDG,Madagascar
South Africa,ZAF,2018,109663.4063750371,World,Africa,Southern Africa,Africa,Eastern Africa,MDG,Madagascar
"Korea, Rep.",KOR,2018,85998.43768055149,World,Asia,Eastern Asia,Africa,Eastern Africa,MDG,Madagascar
Unspecified,UNS,2018,84485.04515395849,,,,Africa,Eastern Africa,MDG,Madagascar
Mauritius,MUS,2018,83326.25823232801,World,Africa,Eastern Africa,Africa,Eastern Africa,MDG,Madagascar
India,IND,2018,77251.41000612565,World,Asia,Southern Asia,Africa,Eastern Africa,MDG,Madagascar
Canada,CAN,2018,72131.94155020229,World,Americas,Northern America,Africa,Eastern Africa,MDG,Madagascar
Singapore,SGP,2018,50349.137063289214,World,Asia,South-eastern Asia,Africa,Eastern Africa,MDG,Madagascar
"Other Asia, nes",OAS,2018,42150.77884594462,,,,Africa,Eastern Africa,MDG,Madagascar
United Kingdom,GBR,2018,40337.85703475717,World,Europe,Northern Europe,Africa,Eastern Africa,MDG,Madagascar
Spain,ESP,2018,37447.97949143877,World,Europe,Southern Europe,Africa,Eastern Africa,MDG,Madagascar
Belgium,BEL,2018,35373.31023452969,World,Europe,Western Europe,Africa,Eastern Africa,MDG,Madagascar
Sweden,SWE,2018,32764.04038132216,World,Europe,Northern Europe,Africa,Eastern Africa,MDG,Madagascar
Belgium,BEL,2018,133864.77268999995,World,Europe,Western Europe,Africa,Eastern Africa,MWI,Malawi
South Africa,ZAF,2018,87387.86020000001,World,Africa,Southern Africa,Africa,Eastern Africa,MWI,Malawi
Zambia,ZMB,2018,51158.70699,World,Africa,Eastern Africa,Africa,Eastern Africa,MWI,Malawi
Kenya,KEN,2018,48395.339700000004,World,Africa,Eastern Africa,Africa,Eastern Africa,MWI,Malawi
United States,USA,2018,48106.43186999999,World,Americas,Northern America,Africa,Eastern Africa,MWI,Malawi
"Egypt, Arab Rep.",EGY,2018,46640.29948,World,Africa,Northern Africa,Africa,Eastern Africa,MWI,Malawi
Netherlands,NLD,2018,43982.498589999996,World,Europe,Western Europe,Africa,Eastern Africa,MWI,Malawi
Germany,DEU,2018,40493.00044999999,World,Europe,Western Europe,Africa,Eastern Africa,MWI,Malawi
Zimbabwe,ZWE,2018,37768.211800000005,World,Africa,Eastern Africa,Africa,Eastern Africa,MWI,Malawi
United Kingdom,GBR,2018,33101.50031999999,World,Europe,Northern Europe,Africa,Eastern Africa,MWI,Malawi
China,CHN,2018,31397.16051,World,Asia,Eastern Asia,Africa,Eastern Africa,MWI,Malawi
Italy,ITA,2018,30476.75634,World,Europe,Southern Europe,Africa,Eastern Africa,MWI,Malawi
Ukraine,UKR,2018,27394.06945,World,Europe,Eastern Europe,Africa,Eastern Africa,MWI,Malawi
Russian Federation,RUS,2018,21583.99242,World,Europe,Eastern Europe,Africa,Eastern Africa,MWI,Malawi
Poland,POL,2018,19269.31584,World,Europe,Eastern Europe,Africa,Eastern Africa,MWI,Malawi
Tanzania,TZA,2018,17902.04731,World,Africa,Eastern Africa,Africa,Eastern Africa,MWI,Malawi
Mozambique,MOZ,2018,16664.26488,World,Africa,Eastern Africa,Africa,Eastern Africa,MWI,Malawi
United Arab Emirates,ARE,2018,16108.60426,World,Asia,Western Asia,Africa,Eastern Africa,MWI,Malawi
India,IND,2018,15692.977579999997,World,Asia,Southern Asia,Africa,Eastern Africa,MWI,Malawi
"Korea, Rep.",KOR,2018,11098.84565,World,Asia,Eastern Asia,Africa,Eastern Africa,MWI,Malawi
Singapore,SGP,2018,10462.172429999999,World,Asia,South-eastern Asia,Africa,Eastern Africa,MWI,Malawi
Indonesia,IDN,2018,6779.5768100000005,World,Asia,South-eastern Asia,Africa,Eastern Africa,MWI,Malawi
Switzerland,CHE,2018,6366.19623,World,Europe,Western Europe,Africa,Eastern Africa,MWI,Malawi
Brazil,BRA,2018,5378.520149999999,World,Americas,South America,Africa,Eastern Africa,MWI,Malawi
Singapore,SGP,2018,51491351.76462669,World,Asia,South-eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
China,CHN,2018,48152472.84948594,World,Asia,Eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
"Hong Kong, China",HKG,2018,32976527.95307141,World,Asia,Eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
United States,USA,2018,32802580.611783464,World,Americas,Northern America,Asia,South-eastern Asia,MYS,Malaysia
Japan,JPN,2018,21018851.06571489,World,Asia,Eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
Thailand,THA,2018,19759996.884481966,World,Asia,South-eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
"Other Asia, nes",OAS,2018,11689213.515753772,,,,Asia,South-eastern Asia,MYS,Malaysia
Germany,DEU,2018,11328814.202570435,World,Europe,Western Europe,Asia,South-eastern Asia,MYS,Malaysia
"Korea, Rep.",KOR,2018,11080686.81761497,World,Asia,Eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
Vietnam,VNM,2018,10346595.103495914,World,Asia,South-eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
India,IND,2018,10234164.355779529,World,Asia,Southern Asia,Asia,South-eastern Asia,MYS,Malaysia
Netherlands,NLD,2018,9435440.56391827,World,Europe,Western Europe,Asia,South-eastern Asia,MYS,Malaysia
Australia,AUS,2018,9375505.943958377,World,Oceania,Australia and New Zealand,Asia,South-eastern Asia,MYS,Malaysia
Indonesia,IDN,2018,9182846.572762478,World,Asia,South-eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
Philippines,PHL,2018,5079240.477163376,World,Asia,South-eastern Asia,Asia,South-eastern Asia,MYS,Malaysia
Mexico,MEX,2018,3580302.7533168,World,Americas,Central America,Asia,South-eastern Asia,MYS,Malaysia
United Arab Emirates,ARE,2018,3300575.5189307285,World,Asia,Western Asia,Asia,South-eastern Asia,MYS,Malaysia
United Kingdom,GBR,2018,2563127.2297613407,World,Europe,Northern Europe,Asia,South-eastern Asia,MYS,Malaysia
France,FRA,2018,2429935.8329782286,World,Europe,Western Europe,Asia,South-eastern Asia,MYS,Malaysia
Bangladesh,BGD,2018,2274357.4343898133,World,Asia,Southern Asia,Asia,South-eastern Asia,MYS,Malaysia
Thailand,THA,2018,65889.35676455221,World,Asia,South-eastern Asia,Asia,Southern Asia,MDV,Maldives
Germany,DEU,2018,23090.41471696193,World,Europe,Western Europe,Asia,Southern Asia,MDV,Maldives
United Kingdom,GBR,2018,16767.06447185985,World,Europe,Northern Europe,Asia,Southern Asia,MDV,Maldives
United States,USA,2018,15037.745997204218,World,Americas,Northern America,Asia,Southern Asia,MDV,Maldives
France,FRA,2018,13442.808949719187,World,Europe,Western Europe,Asia,Southern Asia,MDV,Maldives
Italy,ITA,2018,7936.396563996281,World,Europe,Southern Europe,Asia,Southern Asia,MDV,Maldives
Sri Lanka,LKA,2018,6204.960857324134,World,Asia,Southern Asia,Asia,Southern Asia,MDV,Maldives
Switzerland,CHE,2018,5658.511203696733,World,Europe,Western Europe,Asia,Southern Asia,MDV,Maldives
Vietnam,VNM,2018,3751.4615471742877,World,Asia,South-eastern Asia,Asia,Southern Asia,MDV,Maldives
Spain,ESP,2018,3656.6231476754033,World,Europe,Southern Europe,Asia,Southern Asia,MDV,Maldives
Japan,JPN,2018,2931.277489788935,World,Asia,Eastern Asia,Asia,Southern Asia,MDV,Maldives
Bunkers,BUN,2018,578974.5756025198,,,,Europe,Southern Europe,MLT,Malta
France,FRA,2018,483462.925306814,World,Europe,Western Europe,Europe,Southern Europe,MLT,Malta
Germany,DEU,2018,441107.80797678453,World,Europe,Western Europe,Europe,Southern Europe,MLT,Malta
Italy,ITA,2018,428011.1971644269,World,Europe,Southern Europe,Europe,Southern Europe,MLT,Malta
Singapore,SGP,2018,340627.77437861223,World,Asia,South-eastern Asia,Europe,Southern Europe,MLT,Malta
Libya,LBY,2018,296683.4163928746,World,Africa,Northern Africa,Europe,Southern Europe,MLT,Malta
United States,USA,2018,274019.3843366951,World,Americas,Northern America,Europe,Southern Europe,MLT,Malta
"Hong Kong, China",HKG,2018,256368.1726422181,World,Asia,Eastern Asia,Europe,Southern Europe,MLT,Malta
Japan,JPN,2018,198410.14526114703,World,Asia,Eastern Asia,Europe,Southern Europe,MLT,Malta
"Egypt, Arab Rep.",EGY,2018,112620.6828941244,World,Africa,Northern Africa,Europe,Southern Europe,MLT,Malta
Netherlands,NLD,2018,99937.02125561827,World,Europe,Western Europe,Europe,Southern Europe,MLT,Malta
United Kingdom,GBR,2018,83176.25264591488,World,Europe,Northern Europe,Europe,Southern Europe,MLT,Malta
China,CHN,2018,61892.640939805366,World,Asia,Eastern Asia,Europe,Southern Europe,MLT,Malta
Tunisia,TUN,2018,61296.949951216084,World,Africa,Northern Africa,Europe,Southern Europe,MLT,Malta
Spain,ESP,2018,59352.8371663801,World,Europe,Southern Europe,Europe,Southern Europe,MLT,Malta
Gibraltar,GIB,2018,47037.27810065701,World,Europe,Southern Europe,Europe,Southern Europe,MLT,Malta
Poland,POL,2018,38758.326213625085,World,Europe,Eastern Europe,Europe,Southern Europe,MLT,Malta
Turkey,TUR,2018,38713.53744411246,World,Asia,Western Asia,Europe,Southern Europe,MLT,Malta
Sweden,SWE,2018,31404.161093783718,World,Europe,Northern Europe,Europe,Southern Europe,MLT,Malta
Hungary,HUN,2018,31073.90986430482,World,Europe,Eastern Europe,Europe,Southern Europe,MLT,Malta
Venezuela,VEN,2018,30602.391487389803,World,Americas,South America,Europe,Southern Europe,MLT,Malta
Canada,CAN,2018,27805.12398859344,World,Americas,Northern America,Europe,Southern Europe,MLT,Malta
"Korea, Rep.",KOR,2018,26033.617153187563,World,Asia,Eastern Asia,Europe,Southern Europe,MLT,Malta
Mexico,MEX,2018,24310.06211931875,World,Americas,Central America,Europe,Southern Europe,MLT,Malta
Philippines,PHL,2018,23444.86309871317,World,Asia,South-eastern Asia,Europe,Southern Europe,MLT,Malta
United Arab Emirates,ARE,2018,22319.14826287997,World,Asia,Western Asia,Europe,Southern Europe,MLT,Malta
Saudi Arabia,SAU,2018,21654.76754898471,World,Asia,Western Asia,Europe,Southern Europe,MLT,Malta
Malaysia,MYS,2018,21608.63921180506,World,Asia,South-eastern Asia,Europe,Southern Europe,MLT,Malta
China,CHN,2018,654166.4894000001,World,Asia,Eastern Asia,Africa,Western Africa,MRT,Mauritania
Spain,ESP,2018,310003.72149,World,Europe,Southern Europe,Africa,Western Africa,MRT,Mauritania
Switzerland,CHE,2018,193300.47538,World,Europe,Western Europe,Africa,Western Africa,MRT,Mauritania
Japan,JPN,2018,186859.30961000003,World,Asia,Eastern Asia,Africa,Western Africa,MRT,Mauritania
Russian Federation,RUS,2018,137032.29008,World,Europe,Eastern Europe,Africa,Western Africa,MRT,Mauritania
Cote d'Ivoire,CIV,2018,93998.59267999999,World,Africa,Western Africa,Africa,Western Africa,MRT,Mauritania
Germany,DEU,2018,69836.92715,World,Europe,Western Europe,Africa,Western Africa,MRT,Mauritania
Italy,ITA,2018,66546.70974,World,Europe,Southern Europe,Africa,Western Africa,MRT,Mauritania
Togo,TGO,2018,44383.41276,World,Africa,Western Africa,Africa,Western Africa,MRT,Mauritania
Nigeria,NGA,2018,34878.38314,World,Africa,Western Africa,Africa,Western Africa,MRT,Mauritania
Turkey,TUR,2018,30178.246200000005,World,Asia,Western Asia,Africa,Western Africa,MRT,Mauritania
"Korea, Rep.",KOR,2018,27393.588799999998,World,Asia,Eastern Asia,Africa,Western Africa,MRT,Mauritania
France,FRA,2018,263551.32931535767,World,Europe,Western Europe,Africa,Eastern Africa,MUS,Mauritius
United States,USA,2018,233215.7293618196,World,Americas,Northern America,Africa,Eastern Africa,MUS,Mauritius
United Kingdom,GBR,2018,222938.43962616866,World,Europe,Northern Europe,Africa,Eastern Africa,MUS,Mauritius
South Africa,ZAF,2018,219902.76102778697,World,Africa,Southern Africa,Africa,Eastern Africa,MUS,Mauritius
Madagascar,MDG,2018,129926.88501795701,World,Africa,Eastern Africa,Africa,Eastern Africa,MUS,Mauritius
Spain,ESP,2018,103111.34438530201,World,Europe,Southern Europe,Africa,Eastern Africa,MUS,Mauritius
Italy,ITA,2018,91415.53409399003,World,Europe,Southern Europe,Africa,Eastern Africa,MUS,Mauritius
Netherlands,NLD,2018,85663.9872281272,World,Europe,Western Europe,Africa,Eastern Africa,MUS,Mauritius
Vietnam,VNM,2018,76160.053076496,World,Asia,South-eastern Asia,Africa,Eastern Africa,MUS,Mauritius
Kenya,KEN,2018,57417.60635252985,World,Africa,Eastern Africa,Africa,Eastern Africa,MUS,Mauritius
Germany,DEU,2018,43495.23140256469,World,Europe,Western Europe,Africa,Eastern Africa,MUS,Mauritius
China,CHN,2018,34905.85432176667,World,Asia,Eastern Asia,Africa,Eastern Africa,MUS,Mauritius
Seychelles,SYC,2018,31993.215694274957,World,Africa,Eastern Africa,Africa,Eastern Africa,MUS,Mauritius
Belgium,BEL,2018,30408.83846336088,World,Europe,Western Europe,Africa,Eastern Africa,MUS,Mauritius
India,IND,2018,26808.689837450678,World,Asia,Southern Asia,Africa,Eastern Africa,MUS,Mauritius
Singapore,SGP,2018,26642.583791791323,World,Asia,South-eastern Asia,Africa,Eastern Africa,MUS,Mauritius
"Other Asia, nes",OAS,2018,23256.133176599298,,,,Africa,Eastern Africa,MUS,Mauritius
Japan,JPN,2018,22293.885075751405,World,Asia,Eastern Asia,Africa,Eastern Africa,MUS,Mauritius
Thailand,THA,2018,21661.215687641517,World,Asia,South-eastern Asia,Africa,Eastern Africa,MUS,Mauritius
United Arab Emirates,ARE,2018,21656.69695335232,World,Asia,Western Asia,Africa,Eastern Africa,MUS,Mauritius
Bangladesh,BGD,2018,20148.807969202764,World,Asia,Southern Asia,Africa,Eastern Africa,MUS,Mauritius
United States,USA,2018,505375097.111,World,Americas,Northern America,Americas,Central America,MEX,Mexico
Canada,CAN,2018,18747037.47299999,World,Americas,Northern America,Americas,Central America,MEX,Mexico
China,CHN,2018,9038670.420999998,World,Asia,Eastern Asia,Americas,Central America,MEX,Mexico
Germany,DEU,2018,8363211.284000001,World,Europe,Western Europe,Americas,Central America,MEX,Mexico
Brazil,BRA,2018,5696280.631,World,Americas,South America,Americas,Central America,MEX,Mexico
Spain,ESP,2018,4899782.003,World,Europe,Southern Europe,Americas,Central America,MEX,Mexico
Japan,JPN,2018,4769992.943,World,Asia,Eastern Asia,Americas,Central America,MEX,Mexico
Romania,ROM,2018,793793.394,,,,Europe,Eastern Europe,MDA,Moldova
Italy,ITA,2018,310057.138,World,Europe,Southern Europe,Europe,Eastern Europe,MDA,Moldova
Russian Federation,RUS,2018,229067.48500000002,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
Germany,DEU,2018,145780.97199999998,World,Europe,Western Europe,Europe,Eastern Europe,MDA,Moldova
Turkey,TUR,2018,107490.465,World,Asia,Western Asia,Europe,Eastern Europe,MDA,Moldova
Ukraine,UKR,2018,88665.18900000001,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
Belarus,BLR,2018,84773.92599999999,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
United Kingdom,GBR,2018,78661.36,World,Europe,Northern Europe,Europe,Eastern Europe,MDA,Moldova
Poland,POL,2018,74157.85,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
Switzerland,CHE,2018,62481.12600000001,World,Europe,Western Europe,Europe,Eastern Europe,MDA,Moldova
Unspecified,UNS,2018,54377.868,,,,Europe,Eastern Europe,MDA,Moldova
Bulgaria,BGR,2018,49594.17,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
France,FRA,2018,49128.21499999999,World,Europe,Western Europe,Europe,Eastern Europe,MDA,Moldova
Austria,AUT,2018,39478.471,World,Europe,Western Europe,Europe,Eastern Europe,MDA,Moldova
Czech Republic,CZE,2018,39424.846,World,Europe,Eastern Europe,Europe,Eastern Europe,MDA,Moldova
Greece,GRC,2018,37505.853,World,Europe,Southern Europe,Europe,Eastern Europe,MDA,Moldova
Netherlands,NLD,2018,33028.742,World,Europe,Western Europe,Europe,Eastern Europe,MDA,Moldova
Spain,ESP,2018,25567.754999999994,World,Europe,Southern Europe,Europe,Eastern Europe,MDA,Moldova
Georgia,GEO,2018,21832.075,World,Asia,Western Asia,Europe,Eastern Europe,MDA,Moldova
"Serbia, FR(Serbia/Montenegro)",SER,2018,21169.632999999994,,,,Europe,Eastern Europe,MDA,Moldova
United States,USA,2018,19787.586000000007,World,Americas,Northern America,Europe,Eastern Europe,MDA,Moldova
China,CHN,2018,6527347.582980999,World,Asia,Eastern Asia,Asia,Eastern Asia,MNG,Mongolia
"Serbia, FR(Serbia/Montenegro)",SER,2018,111195.88394389756,,,,,,,Montenegro
Hungary,HUN,2018,54830.6520235335,World,Europe,Eastern Europe,,,,Montenegro
Unspecified,UNS,2018,40762.89309648195,,,,,,,Montenegro
Bosnia and Herzegovina,BIH,2018,38772.60398459608,World,Europe,Southern Europe,,,,Montenegro
Slovenia,SVN,2018,33518.81737203626,World,Europe,Southern Europe,,,,Montenegro
Czech Republic,CZE,2018,21145.235774189092,World,Europe,Eastern Europe,,,,Montenegro
Poland,POL,2018,21132.968195538087,World,Europe,Eastern Europe,,,,Montenegro
Albania,ALB,2018,17296.68535193243,World,Europe,Southern Europe,,,,Montenegro
Germany,DEU,2018,17180.221845461427,World,Europe,Western Europe,,,,Montenegro
Italy,ITA,2018,17043.081745640553,World,Europe,Southern Europe,,,,Montenegro
Turkey,TUR,2018,16952.218050582735,World,Asia,Western Asia,,,,Montenegro
China,CHN,2018,16575.066785802745,World,Asia,Eastern Asia,,,,Montenegro
United Kingdom,GBR,2018,13209.928406538984,World,Europe,Northern Europe,,,,Montenegro
"Macedonia, FYR",MKD,2018,8647.54210380883,World,Europe,Southern Europe,,,,Montenegro
Switzerland,CHE,2018,8327.445751961708,World,Europe,Western Europe,,,,Montenegro
Sweden,SWE,2018,8176.821003222618,World,Europe,Northern Europe,,,,Montenegro
